event_id,timestamp_open,datetime_open_utc,event_type,entry_price,fwd_ret_15m,fwd_ret_30m,fwd_ret_1h,fwd_ret_2h,fwd_ret_4h,fwd_ret_8h,fwd_ret_12h,fwd_ret_24h
5m_6169,1787933400000,2026-08-28 16:10:00+00:00,BREAKDOWN_CANDIDATE,77825.73,-0.00379,-0.00033,0.00224,-0.00105,-0.00338,-0.0001,-0.00311,0.00208
5m_6251,1788122400000,2026-08-30 20:40:00+00:00,BREAKDOWN_CANDIDATE,78475.99,0.00155,0.00035,0.00204,-0.0002,-0.00566,-0.01157,-0.00194,0.0052
5m_6254,1788132300000,2026-08-30 23:25:00+00:00,BREAKDOWN_CANDIDATE,77678.09,-0.00259,5e-05,0.00287,0.00125,0.00068,0.00689,0.01032,0.01162
5m_6255,1788132900000,2026-08-30 23:35:00+00:00,BREAKDOWN_CANDIDATE,77530.0,0.00054,-0.00119,0.00622,0.0042,0.00327,0.00923,0.01153,0.01329
5m_6283,1788251100000,2026-09-01 08:25:00+00:00,BREAKDOWN_CANDIDATE,77888.0,0.00118,-6e-05,0.00056,0.00151,0.00136,-0.0034,-0.00627,-0.00822
5m_6343,1788533100000,2026-09-04 14:45:00+00:00,BREAKDOWN_CANDIDATE,78697.67,0.00385,0.00707,0.00881,0.01391,0.01152,0.01227,0.01106,0.01314
5m_6465,1788874500000,2026-09-08 13:35:00+00:00,BREAKDOWN_CANDIDATE,77878.15,-0.00065,0.00267,0.00601,0.00966,0.00917,0.00829,0.01227,0.01882
5m_6494,1788967200000,2026-09-09 15:20:00+00:00,BREAKDOWN_CANDIDATE,78075.03,0.00839,0.00783,0.00552,0.00998,0.00637,0.00058,0.00321,-0.01154
5m_6505,1789043400000,2026-09-10 12:30:00+00:00,BREAKDOWN_CANDIDATE,77371.28,-0.00426,-0.00423,-0.00579,-0.001,-0.00685,-0.00152,-0.00755,-0.00289
5m_6646,1789288500000,2026-09-13 08:35:00+00:00,BREAKDOWN_CANDIDATE,76787.12,0.00052,0.00078,-0.0008,-9e-05,1e-05,0.00622,0.00681,0.0128
5m_6649,1789291800000,2026-09-13 09:30:00+00:00,BREAKDOWN_CANDIDATE,76602.01,0.00222,0.00248,0.00264,0.00117,0.00087,0.00845,0.01038,0.01627
5m_6696,1789482900000,2026-09-15 14:35:00+00:00,BREAKDOWN_CANDIDATE,75860.92,0.00073,0.00228,0.0074,0.00671,0.00649,-0.00297,0.0026,-0.00296
5m_6697,1789483500000,2026-09-15 14:45:00+00:00,BREAKDOWN_CANDIDATE,75734.33,0.00419,0.00385,0.00981,0.00868,-0.00884,-0.00042,0.0034,-0.00189
5m_6833,1789872000000,2026-09-20 02:40:00+00:00,BREAKDOWN_CANDIDATE,80562.86,-0.00287,-0.00392,-0.00217,-0.00222,-0.00228,-0.00255,0.00087,0.00862
5m_6836,1789873800000,2026-09-20 03:10:00+00:00,BREAKDOWN_CANDIDATE,80247.39,0.00169,0.00175,0.00227,0.00439,0.0012,0.00148,0.00646,0.01342
5m_6883,1790172300000,2026-09-23 14:05:00+00:00,BREAKDOWN_CANDIDATE,85322.74,-0.01301,-0.0105,-0.00837,-0.01182,-0.01238,-0.01128,-0.01128,-0.01128
5m_6885,1790172900000,2026-09-23 14:15:00+00:00,BREAKDOWN_CANDIDATE,84350.01,0.00097,-0.00031,0.00317,-0.00076,-0.00095,0.00012,0.00012,0.00012
