timeframe,timestamp_open,timestamp_close,datetime_open_utc,event_type,event_score,is_significant,close_price,return_simple,normalized_range,volume,volatility_realized,regime_during,event_id,global_event_id,pre_return_1h,pre_vol_mean_1h,pre_return_4h,pre_vol_mean_4h,pre_return_12h,pre_vol_mean_12h,pre_return_24h,pre_vol_mean_24h,pre_return_3d,pre_vol_mean_3d,pre_return_7d,pre_vol_mean_7d,post_return_1h,post_mfe_1h,post_mae_1h,post_return_4h,post_mfe_4h,post_mae_4h,post_return_12h,post_mfe_12h,post_mae_12h,post_return_24h,post_mfe_24h,post_mae_24h,post_return_3d,post_mfe_3d,post_mae_3d,post_return_7d,post_mfe_7d,post_mae_7d,outcome_classification
5m,1789198200000,1789198499999,2026-09-12 07:30:00+00:00,COMPRESSION,0.1997,False,77300.0,-0.00014357576078993795,0.0002003880983183084,28.06348,0.0002719034954557242,LOW_VOLATILITY_COMPRESSION,5m_322,GEV_0058,0.00041,18.5,0.00034,34.83,0.00088,35.17,-1e-05,65.86,-0.02427,56.01,-0.03068,48.4,0.00013,0.00066,-0.00044,-0.0,0.0013,-0.00044,-0.00203,0.00266,-0.00259,-0.00218,0.00266,-0.00313,-0.0023,0.02975,-0.01179,0.04937,0.05745,-0.03017,COMPRESSION_REGIME
5m,1789198500000,1789198799999,2026-09-12 07:35:00+00:00,COMPRESSION,0.1898,False,77286.44,-0.00017542043984475342,0.00017558060637794202,25.43418,0.00027226376877306096,LOW_VOLATILITY_COMPRESSION,5m_323,GEV_0058,3e-05,18.46,0.00028,35.19,0.00019,35.16,0.0003,65.77,-0.02448,56.01,-0.03066,48.39,0.00083,0.00084,-0.00026,0.00046,0.00148,-0.00026,-0.00287,0.00284,-0.00287,-0.00213,0.00284,-0.00295,-0.00275,0.02993,-0.01162,0.04864,0.05764,-0.03,COMPRESSION_REGIME
5m,1789198800000,1789199099999,2026-09-12 07:40:00+00:00,COMPRESSION,0.1005,False,77286.48,5.175552140190831e-07,3.700517865479942e-05,24.20903,0.000238785318116043,LOW_VOLATILITY_COMPRESSION,5m_324,GEV_0058,-0.00039,19.57,0.00052,35.59,-0.00026,34.94,0.00029,65.63,-0.02411,56.01,-0.03066,48.39,0.00083,0.00084,-0.00026,0.00072,0.00148,-0.00026,-0.0028,0.00284,-0.00293,-0.0016,0.00284,-0.00295,-0.00326,0.02993,-0.01162,0.04875,0.05764,-0.03,COMPRESSION_REGIME
5m,1789199100000,1789199399999,2026-09-12 07:45:00+00:00,COMPRESSION,0.1663,False,77282.01,-5.783676524018233e-05,0.0002651328556284346,25.34869,0.00023175630700496857,LOW_VOLATILITY_COMPRESSION,5m_325,GEV_0058,-0.0006,20.55,0.00046,35.82,-0.00054,34.89,0.00047,65.55,-0.02419,56.0,-0.03068,48.39,0.00102,0.00102,-0.00021,0.00083,0.00154,-0.00021,-0.00214,0.00289,-0.00288,-0.0015,0.00289,-0.00289,-0.0033,0.02999,-0.01156,0.04862,0.0577,-0.02994,COMPRESSION_REGIME
5m,1789199400000,1789199699999,2026-09-12 07:50:00+00:00,COMPRESSION,0.1679,False,77290.82,0.00011399807018497299,0.00021826654187386474,21.61848,0.00022839346382575468,LOW_VOLATILITY_COMPRESSION,5m_326,GEV_0058,-0.00025,20.63,0.00029,35.94,-0.00088,34.86,0.00098,65.46,-0.02477,56.0,-0.03062,48.39,0.00078,0.00108,-0.00028,0.00084,0.00142,-0.00028,-0.00225,0.00278,-0.00299,-0.00215,0.00278,-0.00301,-0.00482,0.02988,-0.01167,0.04979,0.05758,-0.03005,COMPRESSION_REGIME
5m,1789201500000,1789201799999,2026-09-12 08:25:00+00:00,COMPRESSION,0.1215,False,77303.53,-0.00014925938759424717,0.00014941102948342605,5.91353,0.0002727879119323857,LOW_VOLATILITY_COMPRESSION,5m_327,GEV_0058,-0.0001,37.7,0.00067,41.51,-0.00104,35.81,-0.00105,65.93,-0.02987,55.86,-0.02933,48.48,0.00104,0.00104,-0.0,0.00032,0.00126,-0.00015,-0.00142,0.00261,-0.00315,-0.00358,0.00261,-0.00377,-0.00579,0.02971,-0.01183,0.05167,0.0574,-0.03021,COMPRESSION_REGIME
5m,1789201800000,1789202099999,2026-09-12 08:30:00+00:00,COMPRESSION,0.0859,False,77310.0,8.369604855040791e-05,8.381839348073892e-05,6.50624,0.0002704100869641997,LOW_VOLATILITY_COMPRESSION,5m_328,GEV_0058,0.00013,36.22,0.00041,41.53,-0.00075,35.65,-0.00107,65.83,-0.02984,55.76,-0.02838,48.46,0.00052,0.00099,-8e-05,0.00025,0.00117,-0.00023,-0.00168,0.00253,-0.00324,-0.00523,0.00253,-0.00588,-0.00554,0.02962,-0.01192,0.05192,0.05731,-0.03029,COMPRESSION_REGIME
5m,1789202400000,1789202699999,2026-09-12 08:40:00+00:00,COMPRESSION,0.0351,False,77350.83,0.0,1.2928109491212065e-07,3.08877,0.0003009091032931375,LOW_VOLATILITY_COMPRESSION,5m_329,GEV_0058,0.00083,33.78,0.00129,41.74,-0.00074,35.48,-0.00095,65.67,-0.02874,55.6,-0.02844,48.43,-0.00014,0.00046,-0.00019,-0.0004,0.00065,-0.00076,-0.00221,0.002,-0.00376,-0.00684,0.002,-0.00769,-0.00655,0.02908,-0.01244,0.05134,0.05676,-0.03081,COMPRESSION_REGIME
5m,1789202700000,1789202999999,2026-09-12 08:45:00+00:00,COMPRESSION,0.1267,False,77360.83,0.0001292810949797829,0.0001293936479222723,5.75912,0.00029855763472228577,LOW_VOLATILITY_COMPRESSION,5m_330,GEV_0058,0.00102,32.36,0.00136,36.14,0.00127,35.29,-0.00015,65.61,-0.02825,55.55,-0.02813,48.42,-0.00026,0.00034,-0.00032,-0.00042,0.00052,-0.00089,-0.002,0.00187,-0.00389,-0.0063,0.00187,-0.00782,-0.00625,0.02894,-0.01257,0.05142,0.05662,-0.03093,COMPRESSION_REGIME
5m,1789203300000,1789203599999,2026-09-12 08:55:00+00:00,COMPRESSION,0.1575,False,77360.01,0.00011092231908316208,0.00022944671284297924,12.53365,0.0002846593534032137,LOW_VOLATILITY_COMPRESSION,5m_331,GEV_0058,0.00117,30.65,0.00178,36.15,0.00027,35.0,-6e-05,65.56,-0.02934,55.46,-0.02875,48.41,-0.00014,0.00035,-0.00032,-0.00026,0.00053,-0.0009,-0.00246,0.00188,-0.00388,-0.00706,0.00188,-0.00781,-0.00465,0.02896,-0.01256,0.05109,0.05663,-0.03092,COMPRESSION_REGIME
5m,1789204200000,1789204499999,2026-09-12 09:10:00+00:00,COMPRESSION,0.2106,False,77366.01,0.00020348991671248484,0.00023278956740815202,22.70663,0.00020227345340164483,LOW_VOLATILITY_COMPRESSION,5m_332,GEV_0058,0.00091,20.12,0.00171,36.21,4e-05,35.07,0.00106,65.47,-0.02726,55.37,-0.02952,48.37,0.00041,0.00045,-0.0004,-0.00072,0.00045,-0.00098,-0.00259,0.00181,-0.00396,-0.007,0.00181,-0.00788,-0.00559,0.02888,-0.01263,0.0526,0.05655,-0.031,COMPRESSION_REGIME
5m,1789206300000,1789206599999,2026-09-12 09:45:00+00:00,COMPRESSION,0.1052,False,77341.01,1.3188519936369048e-05,0.00013627957535069168,16.37957,0.0002317417589154285,LOW_VOLATILITY_COMPRESSION,5m_333,GEV_0058,-0.00026,22.4,0.00131,27.78,0.00089,35.71,0.00409,64.96,-0.0212,55.31,-0.02894,48.37,0.00019,0.00077,-8e-05,-0.00051,0.00077,-0.00111,-0.00094,0.00213,-0.00364,-0.00736,0.00213,-0.00997,-0.00387,0.02921,-0.01231,0.05169,0.05689,-0.03068,COMPRESSION_REGIME
5m,1789206900000,1789207199999,2026-09-12 09:55:00+00:00,COMPRESSION,0.1849,False,77349.44,0.00018478014201828152,0.0001848752880434934,14.58213,0.00023499946596851608,LOW_VOLATILITY_COMPRESSION,5m_334,GEV_0058,-0.00014,23.6,0.0017,27.79,0.00313,35.72,0.00399,64.75,-0.0203,55.21,-0.02866,48.35,-0.00021,0.00066,-0.0005,0.00022,0.00066,-0.00122,-0.0011,0.00202,-0.00375,-0.007,0.00202,-0.01008,-0.00472,0.0291,-0.01242,0.05141,0.05678,-0.03079,COMPRESSION_REGIME
5m,1789207500000,1789207799999,2026-09-12 10:05:00+00:00,COMPRESSION,0.1628,False,77398.01,0.00015519603028968376,0.00019057337520693362,9.57105,0.00026309475001736496,LOW_VOLATILITY_COMPRESSION,5m_335,GEV_0058,0.00062,24.9,0.00247,22.91,0.00418,34.88,0.00398,64.62,-0.01985,55.17,-0.02803,48.34,-0.00117,4e-05,-0.00117,-0.00027,4e-05,-0.00185,-0.00176,0.00139,-0.00437,-0.00783,0.00139,-0.0107,-0.00471,0.02845,-0.01304,0.05001,0.05611,-0.0314,COMPRESSION_REGIME
5m,1789207800000,1789208099999,2026-09-12 10:10:00+00:00,COMPRESSION,0.0363,False,77398.0,-1.2920228820156865e-07,1.2920230490143558e-07,5.07842,0.0002589296202446427,LOW_VOLATILITY_COMPRESSION,5m_336,GEV_0058,0.00041,24.2,0.00244,22.61,0.00277,34.68,0.0041,64.57,-0.02033,55.12,-0.02793,48.33,-0.00091,0.0,-0.00117,-0.00038,0.0,-0.00185,-0.00176,0.00139,-0.00437,-0.00783,0.00139,-0.0107,-0.00519,0.02845,-0.01304,0.05052,0.05611,-0.0314,COMPRESSION_REGIME
5m,1789208100000,1789208399999,2026-09-12 10:15:00+00:00,COMPRESSION,0.105,False,77389.63,-0.00010814232925904221,0.00010841245784479675,3.56891,0.0002616022631829829,LOW_VOLATILITY_COMPRESSION,5m_337,GEV_0058,0.00034,22.73,0.00207,22.44,0.00259,34.54,0.00325,64.44,-0.0212,55.1,-0.02804,48.31,-0.00116,0.00011,-0.00116,-0.00027,0.00011,-0.00174,-0.00155,0.0015,-0.00426,-0.00795,0.0015,-0.01059,-0.00521,0.02856,-0.01293,0.0505,0.05623,-0.03129,COMPRESSION_REGIME
5m,1789208400000,1789208699999,2026-09-12 10:20:00+00:00,COMPRESSION,0.1215,False,77380.11,-0.00012301389734004076,0.00012315826379671516,4.31271,0.00025418313756316583,LOW_VOLATILITY_COMPRESSION,5m_338,GEV_0058,-4e-05,21.7,0.00194,22.4,0.00246,34.25,0.00364,64.29,-0.02145,55.05,-0.02847,48.3,-0.00105,0.00012,-0.00106,4e-05,0.00024,-0.00161,-0.00105,0.00162,-0.00414,-0.00821,0.00162,-0.01047,-0.00449,0.02869,-0.01281,0.05058,0.05636,-0.03117,COMPRESSION_REGIME
5m,1789208700000,1789208999999,2026-09-12 10:25:00+00:00,COMPRESSION,0.0314,False,77380.1,-1.2923217596050307e-07,1.2923219270537657e-07,1.64712,0.00025417615538677425,LOW_VOLATILITY_COMPRESSION,5m_339,GEV_0058,-5e-05,19.8,0.00183,22.33,0.00337,34.02,0.00439,64.19,-0.02152,55.03,-0.02808,48.29,-0.00114,0.0,-0.00114,0.00053,0.00053,-0.00161,-0.0023,0.00162,-0.00414,-0.00808,0.00162,-0.01047,-0.00631,0.02869,-0.01281,0.05075,0.05636,-0.03117,COMPRESSION_REGIME
5m,1789209300000,1789209599999,2026-09-12 10:35:00+00:00,COMPRESSION,0.1613,False,77362.13,1.2150795508647505e-05,0.0001454199877898915,30.75507,0.00021693632175006494,LOW_VOLATILITY_COMPRESSION,5m_340,GEV_0058,-9e-05,17.0,0.00101,22.63,0.00254,32.61,0.00405,64.2,-0.02263,54.97,-0.02831,48.28,-0.00052,0.00019,-0.00091,0.00142,0.00142,-0.00138,-0.00204,0.00186,-0.00391,-0.00752,0.00186,-0.01024,-0.00542,0.02893,-0.01258,0.05013,0.0566,-0.03095,COMPRESSION_REGIME
5m,1789209600000,1789209899999,2026-09-12 10:40:00+00:00,COMPRESSION,0.1554,False,77374.0,0.00015343424489477897,0.00017951766743349727,11.80879,0.00018625026481816574,LOW_VOLATILITY_COMPRESSION,5m_341,GEV_0058,0.00044,15.79,0.00074,22.67,0.00332,32.36,0.00463,64.14,-0.02147,54.94,-0.02796,48.27,-0.00041,4e-05,-0.00106,0.00103,0.00139,-0.00154,-0.00234,0.0017,-0.00406,-0.00884,0.0017,-0.01039,-0.00416,0.02877,-0.01273,0.0502,0.05644,-0.0311,COMPRESSION_REGIME
5m,1789212000000,1789212299999,2026-09-12 11:20:00+00:00,COMPRESSION,0.1073,False,77298.48,-1.9663648124224054e-05,0.00012497011584172084,10.44616,0.000251185501006698,LOW_VOLATILITY_COMPRESSION,5m_342,GEV_0058,-0.00105,17.63,-0.00044,23.35,0.00185,27.45,0.00616,63.51,-0.0206,54.72,-0.02921,48.27,0.00023,0.00081,-8e-05,0.00193,0.00268,-0.00056,-0.00068,0.00268,-0.00309,-0.00824,0.00268,-0.01033,-0.0042,0.02977,-0.01177,0.05262,0.05747,-0.03015,COMPRESSION_REGIME
5m,1789212300000,1789212599999,2026-09-12 11:25:00+00:00,COMPRESSION,0.1016,False,77292.27,-8.033793161255076e-05,8.383762050197161e-05,3.89507,0.000249698709790676,LOW_VOLATILITY_COMPRESSION,5m_343,GEV_0058,-0.00114,17.6,-0.00024,23.0,0.00132,27.05,0.00575,63.46,-0.02157,54.68,-0.02928,48.27,0.00046,0.00089,-0.0,0.00208,0.00276,-0.00048,-0.00053,0.00276,-0.00301,-0.00811,0.00276,-0.01025,-0.00377,0.02986,-0.01169,0.05149,0.05756,-0.03007,COMPRESSION_REGIME
5m,1789212600000,1789212899999,2026-09-12 11:30:00+00:00,COMPRESSION,0.1083,False,77299.99,9.988062195609437e-05,0.00010000001293655957,2.75158,0.00025070316219643,LOW_VOLATILITY_COMPRESSION,5m_344,GEV_0058,-0.00079,17.68,-0.0,22.53,0.0013,26.99,0.00651,63.34,-0.02239,54.64,-0.02933,48.26,0.00038,0.00079,-0.0001,0.00131,0.00266,-0.00058,-0.00063,0.00266,-0.00311,-0.00787,0.00266,-0.01035,-0.00482,0.02975,-0.01179,0.05099,0.05745,-0.03017,COMPRESSION_REGIME
5m,1789213800000,1789214099999,2026-09-12 11:50:00+00:00,COMPRESSION,0.1252,False,77356.01,0.0001264444304525103,0.00012655771671772623,3.2819,0.0002199501775170339,LOW_VOLATILITY_COMPRESSION,5m_345,GEV_0058,0.00053,14.4,0.00084,21.19,0.00212,26.57,0.00483,63.18,-0.02459,54.51,-0.02856,48.25,-0.00072,6e-05,-0.00085,0.0004,0.00193,-0.0013,-0.001,0.00193,-0.00383,-0.00729,0.00193,-0.01107,-0.00589,0.02901,-0.0125,0.05098,0.05669,-0.03087,COMPRESSION_REGIME
5m,1789214100000,1789214399999,2026-09-12 11:55:00+00:00,COMPRESSION,0.0568,False,77356.04,3.878173138183172e-07,6.463619389372878e-07,8.04978,0.00021218515339396584,LOW_VOLATILITY_COMPRESSION,5m_346,GEV_0058,0.0003,12.94,0.00112,20.91,0.00169,26.57,0.00415,63.09,-0.02482,54.42,-0.0283,48.24,-0.00021,6e-05,-0.00085,0.00031,0.00193,-0.0013,-0.001,0.00193,-0.00383,-0.00729,0.00193,-0.01107,-0.00538,0.02901,-0.0125,0.05102,0.05669,-0.03087,COMPRESSION_REGIME
5m,1789214400000,1789214699999,2026-09-12 12:00:00+00:00,COMPRESSION,0.1705,False,77350.03,-7.769270505564307e-05,0.00013897861448793232,18.72632,0.00021425370584538984,LOW_VOLATILITY_COMPRESSION,5m_347,GEV_0058,0.00021,12.94,0.00071,18.99,0.00065,26.55,0.00376,62.99,-0.02487,54.23,-0.02893,48.24,-0.00018,0.00014,-0.00078,0.00079,0.00201,-0.00123,-0.00088,0.00201,-0.00375,-0.00763,0.00201,-0.01099,-0.0053,0.02909,-0.01243,0.05129,0.05677,-0.0308,COMPRESSION_REGIME
5m,1789214700000,1789214999999,2026-09-12 12:05:00+00:00,COMPRESSION,0.1413,False,77360.49,0.00013522942395760573,0.0001353404043847339,7.19622,0.00018237345765286276,LOW_VOLATILITY_COMPRESSION,5m_348,GEV_0058,0.00069,10.73,0.00035,18.28,0.00074,26.0,0.00574,62.85,-0.02595,54.03,-0.02904,48.24,0.00011,0.00048,-0.00091,2e-05,0.00188,-0.00136,-0.00101,0.00188,-0.00389,-0.00758,0.00188,-0.01112,-0.00647,0.02895,-0.01256,0.05154,0.05662,-0.03093,COMPRESSION_REGIME
5m,1789215600000,1789215899999,2026-09-12 12:20:00+00:00,COMPRESSION,0.0337,False,77315.99,1.2933936832659754e-07,1.293393515275847e-07,6.94555,0.00018897949412718931,LOW_VOLATILITY_COMPRESSION,5m_349,GEV_0058,0.00023,10.11,1e-05,16.93,0.0002,25.4,0.00459,62.47,-0.02617,53.63,-0.02962,48.24,-0.00047,0.00105,-0.00059,0.0008,0.00245,-0.00079,-0.00062,0.00245,-0.00331,-0.00609,0.00245,-0.01055,-0.00489,0.02954,-0.01199,0.05054,0.05723,-0.03037,COMPRESSION_REGIME
5m,1789216200000,1789216499999,2026-09-12 12:30:00+00:00,COMPRESSION,0.0568,False,77329.59,2.0432440974493815e-05,2.056134010275378e-05,3.78571,0.00018903099051415862,LOW_VOLATILITY_COMPRESSION,5m_350,GEV_0058,0.00038,9.82,0.00025,15.6,0.00064,25.28,0.00236,61.62,-0.02749,53.54,-0.02953,48.23,-0.00014,0.00088,-0.00096,0.00065,0.00228,-0.00096,-0.00077,0.00228,-0.00349,-0.007,0.00228,-0.01073,-0.005,0.02936,-0.01217,0.05097,0.05705,-0.03054,COMPRESSION_REGIME
5m,1789216500000,1789216799999,2026-09-12 12:35:00+00:00,COMPRESSION,0.1375,False,77339.89,0.00013319610255280168,0.00013343696247812654,5.65348,0.00017473208959389167,LOW_VOLATILITY_COMPRESSION,5m_351,GEV_0058,0.00023,10.05,-0.00014,15.58,0.001,25.21,-0.00377,56.62,-0.02752,53.47,-0.02976,48.21,-0.00059,0.00074,-0.0011,0.00021,0.00214,-0.0011,-0.0009,0.00214,-0.00362,-0.00714,0.00214,-0.01086,-0.0049,0.02922,-0.0123,0.05095,0.05691,-0.03067,COMPRESSION_REGIME
5m,1789255500000,1789255799999,2026-09-12 23:25:00+00:00,COMPRESSION,0.1302,False,77251.65,7.22366846621636e-05,7.223146690054121e-05,1.84343,0.00021854990874005232,LOW_VOLATILITY_COMPRESSION,5m_352,GEV_0061,0.00064,8.42,0.00168,27.32,-0.00053,29.29,0.0008,28.25,-0.01193,49.94,-0.03198,47.78,0.00024,0.00063,-0.0002,7e-05,0.00116,-0.00116,-0.00758,0.00116,-0.00973,-0.00657,0.00257,-0.00973,-0.01964,0.0304,-0.02956,0.05248,0.06083,-0.02956,COMPRESSION_REGIME
5m,1789255800000,1789256099999,2026-09-12 23:30:00+00:00,COMPRESSION,0.0406,False,77251.65,0.0,1.2944707323094473e-07,1.19203,0.00021765881186879495,LOW_VOLATILITY_COMPRESSION,5m_353,GEV_0061,0.00051,6.13,0.00141,24.28,-0.00063,29.27,0.00067,28.21,-0.01265,49.93,-0.03242,47.77,0.00024,0.00063,-0.0002,-0.00037,0.00116,-0.00116,-0.00724,0.00116,-0.00973,-0.00537,0.00257,-0.00973,-0.02034,0.0304,-0.02956,0.05322,0.06083,-0.02956,COMPRESSION_REGIME
5m,1789257300000,1789257599999,2026-09-12 23:55:00+00:00,COMPRESSION,0.1191,False,77278.73,-1.941021919638075e-06,0.0001048153871059452,11.64397,0.0001757233652476447,LOW_VOLATILITY_COMPRESSION,5m_354,GEV_0061,0.0006,5.44,0.00212,21.72,-0.001,29.23,0.00069,27.97,-0.01312,49.85,-0.03198,47.56,-4e-05,0.00028,-0.00151,-0.00112,0.00081,-0.00151,-0.00629,0.00081,-0.01008,-0.00565,0.00222,-0.01008,-0.02115,0.03004,-0.0299,0.05139,0.06046,-0.0299,COMPRESSION_REGIME
5m,1789257900000,1789258199999,2026-09-13 00:05:00+00:00,COMPRESSION,0.0325,False,77282.03,-1.2939617011209492e-07,1.2939618685949774e-07,3.27249,0.00014489732683476594,LOW_VOLATILITY_COMPRESSION,5m_355,GEV_0061,0.00012,5.72,0.00122,18.84,-0.00101,29.11,-0.00027,27.63,-0.01313,49.78,-0.03288,47.54,-0.00014,0.00023,-0.00155,-0.00072,0.00077,-0.00155,-0.00657,0.00077,-0.01012,-0.00396,0.00217,-0.01012,-0.02055,0.02999,-0.02994,0.05106,0.06041,-0.02994,COMPRESSION_REGIME
5m,1789258500000,1789258799999,2026-09-13 00:15:00+00:00,COMPRESSION,0.0273,False,77274.19,0.0,1.2940931518419313e-07,3.1469,0.0001484213950938193,LOW_VOLATILITY_COMPRESSION,5m_356,GEV_0061,2e-05,5.3,0.00138,17.33,-0.00054,29.01,-0.0004,27.26,-0.01255,49.53,-0.033,47.53,0.00028,0.00028,-0.00145,-0.00028,0.00087,-0.00145,-0.00559,0.00087,-0.01002,-0.00487,0.00228,-0.01002,-0.01928,0.0301,-0.02984,0.05161,0.06052,-0.02984,COMPRESSION_REGIME
5m,1789258800000,1789259099999,2026-09-13 00:20:00+00:00,COMPRESSION,0.1321,False,77268.01,-7.997495670941657e-05,8.011077288003572e-05,3.7204,0.00010614502175189246,LOW_VOLATILITY_COMPRESSION,5m_357,GEV_0061,0.00028,5.33,0.00121,17.13,-0.00062,28.92,-0.00042,27.23,-0.01291,49.52,-0.03258,47.53,0.00085,0.00095,-0.00137,-0.00041,0.00095,-0.00137,-0.00547,0.00095,-0.00994,-0.00672,0.00236,-0.00994,-0.01869,0.03018,-0.02977,0.05146,0.06061,-0.02977,COMPRESSION_REGIME
5m,1789259100000,1789259399999,2026-09-13 00:25:00+00:00,COMPRESSION,0.1019,False,77270.31,2.976652304109706e-05,0.0001036620663226893,3.75729,0.0001050811140913799,LOW_VOLATILITY_COMPRESSION,5m_358,GEV_0061,0.00024,5.08,0.00099,16.96,-0.00075,28.89,-0.00012,27.19,-0.01347,49.48,-0.03324,47.53,-0.0002,0.00092,-0.0014,-0.00069,0.00092,-0.0014,-0.00565,0.00092,-0.00997,-0.01032,0.00233,-0.01141,-0.01838,0.03015,-0.0298,0.05238,0.06058,-0.0298,COMPRESSION_REGIME
5m,1789259400000,1789259699999,2026-09-13 00:30:00+00:00,COMPRESSION,0.0469,False,77270.3,-1.29415813066025e-07,1.29415829817683e-07,3.91995,0.00010508337411808107,LOW_VOLATILITY_COMPRESSION,5m_359,GEV_0061,0.00024,5.24,0.00117,16.91,-0.00077,28.87,-0.00013,27.16,-0.01259,49.44,-0.0329,47.52,-0.00037,0.00092,-0.0014,-0.00046,0.00092,-0.0014,-0.00624,0.00092,-0.00997,-0.00737,0.00233,-0.01141,-0.01892,0.03015,-0.0298,0.05249,0.06058,-0.0298,COMPRESSION_REGIME
5m,1789259700000,1789259999999,2026-09-13 00:35:00+00:00,COMPRESSION,0.0314,False,77270.31,1.2941582983039268e-07,1.2941581306922814e-07,1.32197,9.627290484773525e-05,LOW_VOLATILITY_COMPRESSION,5m_360,GEV_0061,0.00036,5.25,0.00138,16.67,-0.0009,28.86,0.0001,27.11,-0.01249,49.39,-0.03298,47.52,0.00014,0.00092,-0.0014,-0.00073,0.00092,-0.0014,-0.00624,0.00092,-0.00997,-0.00689,0.00233,-0.01141,-0.01753,0.03015,-0.0298,0.05232,0.06058,-0.0298,COMPRESSION_REGIME
5m,1789262700000,1789262999999,2026-09-13 01:25:00+00:00,DOWNWARD_EXPANSION,0.9795,False,77254.5,-0.0010282667317695893,0.0010294545948779533,86.68633,0.000466457932742508,HIGH_VOLATILITY,5m_361,GEV_0061,-0.0002,25.76,0.00063,16.7,-0.00083,26.48,-0.00096,27.8,-0.01179,49.03,-0.03338,47.58,7e-05,0.00103,-0.00017,0.00036,0.00103,-0.00091,-0.00867,0.00103,-0.00977,-0.00518,0.00253,-0.01121,-0.0179,0.03036,-0.0296,0.05006,0.06079,-0.0296,FAILED_EXPANSION
5m,1789276500000,1789276799999,2026-09-13 05:15:00+00:00,COMPRESSION,0.2441,False,77253.73,9.994043705296995e-05,0.00010005989354812934,14.63775,0.00017318692104217545,LOW_VOLATILITY_COMPRESSION,5m_362,GEV_0061,2e-05,17.53,-0.00054,19.49,-0.00087,22.77,0.00016,25.55,-0.01443,48.64,-0.03186,47.42,0.00059,0.00093,-0.0001,-0.00624,0.00093,-0.00644,0.00135,0.00207,-0.00976,0.00415,0.00797,-0.0112,-0.01778,0.03037,-0.02959,0.04241,0.0608,-0.02959,COMPRESSION_REGIME
5m,1789277700000,1789277999999,2026-09-13 05:35:00+00:00,COMPRESSION,0.1715,False,77299.95,-6.468305304707656e-07,4.5278166415372845e-05,18.23261,0.00010255277768346995,LOW_VOLATILITY_COMPRESSION,5m_363,GEV_0061,0.00111,18.78,0.00024,18.13,0.00097,22.74,0.00077,25.06,-0.01462,48.4,-0.03479,47.26,-0.00026,0.00033,-0.00026,-0.00742,0.00033,-0.00944,-0.00034,0.00147,-0.01035,0.00417,0.00737,-0.01179,-0.01785,0.02975,-0.03017,0.04155,0.06017,-0.03017,COMPRESSION_REGIME
5m,1789278300000,1789278599999,2026-09-13 05:45:00+00:00,COMPRESSION,0.2429,False,77317.96,0.00010283273795996806,0.00010295150053113665,14.86566,9.317960160502309e-05,LOW_VOLATILITY_COMPRESSION,5m_364,GEV_0061,0.00135,18.84,0.00036,18.19,0.00163,22.73,0.00101,25.03,-0.01399,48.35,-0.03345,47.23,-0.00093,0.0001,-0.00093,-0.00706,0.0001,-0.00967,0.00015,0.00124,-0.01058,0.00239,0.00714,-0.01202,-0.01811,0.02952,-0.03039,0.04147,0.05992,-0.03039,COMPRESSION_REGIME
5m,1789278600000,1789278899999,2026-09-13 05:50:00+00:00,COMPRESSION,0.1894,False,77322.76,6.208130685281255e-05,6.220678103054873e-05,13.7061,7.978109092996893e-05,LOW_VOLATILITY_COMPRESSION,5m_365,GEV_0061,0.00146,19.68,0.00035,17.75,0.00174,22.57,0.00107,25.06,-0.0154,48.35,-0.0333,47.22,-0.00249,4e-05,-0.0025,-0.00681,4e-05,-0.00974,9e-05,0.00117,-0.01064,0.00257,0.00708,-0.01208,-0.01852,0.02945,-0.03045,0.04067,0.05986,-0.03045,COMPRESSION_REGIME
5m,1789278900000,1789279199999,2026-09-13 05:55:00+00:00,COMPRESSION,0.1363,False,77322.01,-9.699602031787435e-06,3.181500325724076e-05,11.98813,8.117992900246196e-05,LOW_VOLATILITY_COMPRESSION,5m_366,GEV_0061,0.00145,19.8,3e-05,17.93,0.00144,22.52,0.00135,25.01,-0.01547,48.33,-0.03334,47.22,-0.00258,5e-05,-0.00341,-0.00665,5e-05,-0.00973,9e-05,0.00118,-0.01063,0.00375,0.00708,-0.01207,-0.01759,0.02946,-0.03044,0.04103,0.05987,-0.03044,COMPRESSION_REGIME
5m,1789279200000,1789279499999,2026-09-13 06:00:00+00:00,COMPRESSION,0.1811,False,77323.3,1.6683477317869233e-05,4.26779508893556e-05,17.22097,8.655016937520172e-05,LOW_VOLATILITY_COMPRESSION,5m_367,GEV_0061,0.00134,16.93,0.0003,17.87,0.00173,22.57,0.0014,24.12,-0.01432,48.28,-0.03295,47.22,-0.00222,3e-05,-0.00343,-0.00687,3e-05,-0.00974,-3e-05,0.00117,-0.01065,0.00535,0.00707,-0.01209,-0.01736,0.02944,-0.03046,0.04023,0.05985,-0.03046,COMPRESSION_REGIME
5m,1789280700000,1789280999999,2026-09-13 06:25:00+00:00,COMPRESSION,0.1795,False,77296.43,5.7185729805731e-05,5.7311831865883266e-05,11.81875,0.00011427688508067154,LOW_VOLATILITY_COMPRESSION,5m_368,GEV_0061,0.00019,18.25,0.00047,19.33,0.0013,22.48,0.00074,24.33,-0.01177,48.2,-0.03179,47.22,-0.002,0.00031,-0.00308,-0.007,0.00031,-0.0094,0.00047,0.00151,-0.0103,0.00354,0.00775,-0.01174,-0.01785,0.0298,-0.03012,0.04099,0.06022,-0.03012,COMPRESSION_REGIME
